id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
5829,I,1.4125,1.0625,0.3875,23.43086175,12.133586,4.15320175,6.23689,9.0
5830,F,0.9875,0.7375,0.25,7.030676,3.50116325,2.25378525,2.551455,8.0
5831,I,1.175,0.9375,0.3125,12.74310025,5.2446575,2.90582375,3.8271825,9.0
5832,M,1.3625,1.075,0.3625,23.700182,9.05766525,5.329706,6.80388,11.0
5833,M,1.2625,0.975,0.3125,16.40018575,6.860579,3.5436875,5.6699,10.0
5834,I,0.4,0.275,0.0625,0.510291,0.18427175,0.1417475,0.1417475,4.0
5835,I,0.9375,0.725,0.25,8.09378225,3.78465825,2.11203775,2.6365035,6.0
5836,F,1.075,0.825,0.2625,11.793392,4.309124,2.6932025,4.32329875,8.0
5837,F,1.6,1.3125,0.4125,35.7487195,14.401546,8.731646,8.97261675,10.0
5838,F,1.45,1.15,0.375,33.3106625,17.08057375,6.25106475,7.93786,8.0
5839,F,1.55,1.2375,0.5375,48.23667425,14.5999925,8.561549,16.44271,20.0
5840,M,1.5,1.2375,0.4,34.06192425,16.96717575,7.04485075,8.334753,11.0
5841,F,1.525,1.2125,0.375,31.638042,10.98543125,6.42116175,10.9145575,14.0
5842,M,1.525,1.2,0.3625,28.76056775,12.927372,6.350288,8.50485,8.0
5843,M,1.0125,0.775,0.25,8.23552975,4.43669675,1.6159215,3.685435,7.0
5844,F,1.225,0.95,0.325,15.5071765,6.123492,3.515338,4.819415,10.0
5845,M,1.6125,1.2625,0.475,41.673765,17.98775775,9.17106325,12.4454305,12.0
5846,M,1.4,1.1,0.4125,31.96406125,11.736693,6.066793,9.19941275,14.0
5847,I,0.8875,0.6625,0.225,5.25883225,2.67902775,1.077281,1.70097,6.0
5848,M,1.65,1.275,0.4625,41.71628925,17.22232125,8.57572375,11.056305,14.0
5849,I,1.25,0.95,0.3625,18.653971,7.78193775,4.46504625,6.6621325,14.0
5850,I,1.275,0.975,0.375,18.030282,6.8889285,3.04757125,5.953395,14.0
5851,M,1.5125,1.225,0.3875,31.70891575,12.82814875,7.32834575,9.63883,11.0
5852,F,1.2125,0.8875,0.325,14.5999925,6.5487345,3.27436725,4.3941725,12.0
5853,M,1.6125,1.2875,0.425,38.9805625,17.973583,9.355335,10.3475675,9.0
5854,I,1.0875,0.825,0.275,9.25611175,4.63514325,1.60174675,2.6932025,7.0
5855,I,1.175,0.925,0.3,14.81261375,8.43397625,2.96252275,3.8271825,6.0
5856,M,1.85,1.425,0.525,71.11472075,33.92017675,13.99047825,16.5844575,12.0
5857,I,1.2,0.9125,0.35,14.07552675,5.273007,2.90582375,4.252425,8.0
5858,M,1.2625,0.9625,0.3375,16.726205,7.9095105,3.6003865,4.592619,12.0
5859,M,1.4375,1.1375,0.3125,25.4295015,10.67358675,5.68407475,8.221355,10.0
5860,F,1.2625,1.0125,0.3125,17.349894,7.15824875,4.60679375,5.2446575,10.0
5861,I,1.275,1.0,0.275,19.94387325,9.82310175,3.798833,5.10291,8.0
5862,M,1.45,1.125,0.375,20.08562075,8.3064035,4.40834725,5.896696,12.0
5863,M,1.55,1.175,0.4375,36.7693015,17.179797,8.03708325,10.489315,14.0
5864,F,1.5875,1.225,0.4125,31.56716825,15.52135125,6.25106475,7.654365,8.0
5865,I,0.925,0.7,0.2125,6.2652395,2.82077525,1.4458245,1.984465,10.0
5866,I,0.9875,0.75,0.25,8.8166945,3.58621175,1.927766,2.4097075,7.0
5867,I,1.1375,0.875,0.25,13.39513875,5.0178615,2.79242575,3.84135725,7.0
5868,F,1.7,1.3,0.4,38.55532,17.4349425,9.25611175,10.8578585,9.0
5869,I,0.425,0.3375,0.0625,0.680388,0.283495,0.15592225,0.226796,5.0
5870,M,1.475,1.1125,0.35,22.89222125,8.09378225,4.77689075,6.80388,10.0
5871,I,1.225,0.9375,0.325,18.46969925,7.69688925,6.08096775,4.2240755,9.0
5872,M,1.3125,1.0,0.3125,18.95164075,7.35669525,4.3941725,5.6699,9.0
5873,I,1.3875,1.0625,0.425,19.94387325,8.71747125,4.479221,6.9456275,8.0
5874,F,1.35,1.0875,0.275,23.11901725,9.468733,5.23048275,9.07184,8.0
5875,F,1.45,1.15,0.35,27.158821,14.16057525,5.62737575,7.2291225,9.0
5876,I,0.4,0.3125,0.1,0.907184,0.26932025,0.1417475,0.18427175,4.0
5877,F,1.5875,1.2625,0.475,38.82464025,17.8885345,8.40562675,10.3475675,11.0
5878,I,0.7,0.525,0.15,2.26796,1.020582,0.52446575,0.850485,5.0
5879,M,1.65,1.3625,0.5,48.91706225,17.73261225,8.54737425,13.04077,14.0
5880,I,1.3125,1.0,0.3625,18.01610725,7.41339425,3.9972795,4.3941725,8.0
5881,I,0.7875,0.575,0.2125,3.89805625,1.4458245,0.680388,1.304077,5.0
5882,I,0.4625,0.3375,0.1,0.75126175,0.29766975,0.1417475,0.2551455,4.0
5883,I,1.2125,0.925,0.3,14.69921575,7.030676,2.96252275,3.8271825,6.0
5884,I,1.425,1.1625,0.425,30.03629525,11.453198,5.8116475,10.0640725,14.0
5885,F,1.5625,1.25,0.4375,36.35823375,16.68368075,8.03708325,9.7805775,11.0
5886,M,1.6875,1.3625,0.4375,44.09764725,19.54698025,7.35669525,11.3681495,14.0
5887,I,1.15,0.8625,0.275,11.2547515,5.613201,2.45223175,3.5436875,7.0
5888,M,1.725,1.375,0.45,52.7017205,22.1976585,11.5382465,14.2030995,17.0
5889,M,1.7375,1.3625,0.5125,51.29842025,25.47202575,13.19669225,13.324265,13.0
5890,I,0.75,0.55,0.1875,3.24601775,1.6726205,0.8788345,1.20485375,8.0
5891,F,1.575,1.2,0.425,38.158427,14.401546,7.767763,13.834556,23.0
5892,F,1.3125,1.0,0.35,22.97726975,8.03708325,4.86193925,7.7961125,9.0
5893,F,1.45,1.1125,0.35,24.720764,8.66077225,6.1518415,7.5126175,10.0
5894,F,1.0875,0.875,0.275,11.94931425,5.0178615,2.93417325,3.685435,7.0
5895,M,1.55,1.1625,0.4125,26.0531905,11.8784405,5.76912325,7.6260155,11.0
5896,I,1.3,1.0125,0.3,22.12678475,10.2341695,4.37999775,5.953395,11.0
5897,I,0.9375,0.6875,0.225,5.40057975,2.48058125,1.1623295,1.8427175,6.0
5898,I,1.1,0.825,0.3,13.79203175,6.9456275,3.30271675,3.118445,7.0
5899,M,1.45,1.1375,0.375,25.7129965,10.5176645,5.9250455,6.6621325,11.0
5900,M,1.5875,1.3,0.45,38.838815,16.3009625,8.334753,10.0640725,11.0
5901,F,1.5625,1.1625,0.4375,31.75144,12.28950825,7.3425205,9.07184,15.0
5902,F,1.5875,1.2125,0.3875,34.6147395,15.5638755,8.164656,9.241937,11.0
5903,I,0.825,0.625,0.225,5.82582225,2.28213475,1.020582,1.71514475,7.0
5904,F,1.7375,1.375,0.425,47.513762,21.67319275,10.19164525,12.190285,11.0
5905,I,1.1875,0.8875,0.275,12.99824575,6.25106475,2.83495,3.5436875,7.0
5906,M,1.6875,1.25,0.4625,41.00755175,19.674553,10.5176645,11.1980525,10.0
5907,F,1.5125,1.1875,0.425,30.40483875,12.587178,6.6054335,7.5126175,15.0
5908,M,1.55,1.1875,0.4375,31.42542075,12.79979925,6.8889285,9.355335,13.0
5909,I,1.125,0.8875,0.25,13.90542975,6.406987,2.5231055,3.3168915,8.0
5910,M,1.45,1.25,0.45,30.5324115,9.355335,7.04485075,8.29222875,12.0
5911,M,0.8125,0.5875,0.1875,4.37999775,1.8427175,0.92135875,1.2757275,6.0
5912,I,0.8875,0.6875,0.225,6.30776375,2.73572675,1.40330025,2.26796,7.0
5913,F,1.4,1.1875,0.3375,23.88445375,10.44679075,4.195726,7.2291225,12.0
5914,I,1.225,0.925,0.3,17.633389,7.427569,3.6003865,6.70465675,9.0
5915,I,1.4,1.0875,0.375,22.97726975,9.2135875,5.443104,7.5126175,10.0
5916,F,1.4,1.1375,0.4625,24.79163775,8.40562675,4.49339575,7.7961125,19.0
5917,M,1.1625,0.9,0.325,13.19669225,5.88252125,3.231843,3.8271825,13.0
5918,I,1.45,1.1625,0.375,21.70154225,9.07184,4.2807745,7.767763,11.0
5919,F,1.55,1.2125,0.4375,32.33260475,12.54465375,6.87475375,10.3475675,10.0
5920,M,1.3125,0.9875,0.325,16.4710595,6.81805475,3.6003865,4.9611625,9.0
5921,I,0.4875,0.325,0.1125,0.89300925,0.35436875,0.18427175,0.29766975,5.0
5922,M,1.4,1.1125,0.3625,24.38057,10.3475675,5.9250455,6.9456275,9.0
5923,F,1.5125,1.125,0.3125,24.62154075,12.133586,5.159609,7.654365,9.0
5924,I,0.8625,0.6375,0.2125,5.8116475,2.42388225,1.09145575,1.5592225,6.0
5925,I,1.325,1.0125,0.325,18.540573,8.54737425,4.195726,5.6699,8.0
5926,M,1.6,1.2375,0.425,34.416293,15.4504775,8.09378225,7.6260155,8.0
5927,M,0.975,0.7375,0.275,9.11436425,3.40194,2.26796,2.778251,8.0
5928,F,1.3875,1.0875,0.3625,28.066005,10.56018875,4.49339575,9.2135875,15.0
5929,F,1.0375,0.8125,0.2875,8.23552975,3.44446425,1.7293195,2.551455,10.0
5930,F,1.6375,1.325,0.4625,36.514156,16.612807,8.391452,9.48290775,11.0
5931,F,1.525,1.2,0.4375,33.83512825,15.03940975,6.293589,9.185238,9.0
5932,I,0.875,0.65,0.2125,5.6699,2.22543575,1.48834875,1.7860185,7.0
5933,M,1.5625,1.2,0.4375,34.9549335,15.6772735,9.128539,10.21999475,12.0
5934,F,1.55,1.225,0.4125,32.92794425,15.8473705,5.556502,8.9300925,9.0
5935,F,0.8375,0.625,0.1625,5.10291,2.11203775,1.530873,1.530873,7.0
5936,F,1.625,1.2875,0.3625,34.79901125,18.0586315,6.59125875,8.221355,8.0
5937,I,0.7,0.5125,0.1625,3.6003865,1.417475,0.5386405,0.9922325,5.0
5938,M,1.5375,1.1875,0.4,29.24250925,13.08329425,7.41339425,8.83086925,10.0
5939,I,1.3625,1.025,0.3375,22.736299,11.26892625,4.479221,5.6699,11.0
5940,M,0.925,0.7125,0.2125,6.4353365,2.73572675,1.68679525,1.984465,7.0
5941,F,1.525,1.175,0.4,33.6508565,14.72756525,6.633783,8.788345,10.0
5942,M,1.375,1.0375,0.3,23.7285315,9.6671795,5.0178615,6.633783,10.0
5943,M,1.175,0.925,0.3125,12.74310025,5.74077375,2.93417325,4.139027,7.0
5944,I,0.8375,0.55,0.1875,5.25883225,2.2396105,1.06310625,1.8427175,8.0
5945,I,0.4375,0.325,0.1,0.89300925,0.29766975,0.18427175,0.35436875,5.0
5946,I,1.175,0.8875,0.3625,14.8834875,6.13766675,3.95475525,5.216308,9.0
5947,M,1.3125,1.0125,0.325,18.80989325,8.901743,4.49339575,5.10291,8.0
5948,M,1.4125,1.125,0.45,27.51318975,12.06271225,6.78970525,6.80388,10.0
5949,M,1.375,1.075,0.3625,24.73493875,10.5743635,4.91863825,7.93786,11.0
5950,M,1.4375,1.125,0.35,28.7180435,13.53688625,6.08096775,6.3786375,9.0
5951,M,1.3625,1.05,0.3375,19.43358225,9.7805775,4.01145425,5.386405,10.0
5952,M,1.175,0.925,0.3,14.55746825,6.917278,2.87747425,4.3941725,10.0
5953,I,0.975,0.775,0.25,8.7599955,3.55786225,1.97029025,2.4664065,7.0
5954,F,1.5625,1.2125,0.3625,33.40988575,17.13727275,7.2858215,7.654365,10.0
5955,M,1.4,1.125,0.4,24.73493875,9.128539,5.42892925,6.80388,19.0
5956,F,1.1875,0.875,0.3125,13.8062065,5.34388075,3.75630875,4.3941725,12.0
5957,F,1.55,1.1875,0.3875,30.94347925,14.5432935,6.2652395,7.93786,9.0
5958,M,1.6125,1.25,0.4375,35.210079,17.08057375,7.01650125,8.2497045,11.0
5959,F,1.6375,1.325,0.5375,50.39123625,19.5895045,9.42620875,12.48795475,10.0
5960,F,1.625,1.3125,0.5,38.6403685,16.96717575,7.44174375,13.04077,10.0
5961,M,1.5375,1.175,0.4625,33.29648775,14.38737125,7.711064,8.29222875,10.0
5962,I,0.825,0.575,0.2,4.29494925,1.871067,1.247378,1.2757275,6.0
5963,I,1.2375,0.95,0.3125,13.154168,6.0951425,3.005047,4.252425,8.0
5964,I,1.175,0.9125,0.2875,14.118051,5.1312595,2.42388225,4.252425,10.0
5965,I,0.925,0.6875,0.225,6.30776375,2.76407625,1.40330025,2.1262125,7.0
5966,I,0.9375,0.6875,0.225,6.180191,3.005047,1.2190285,1.984465,6.0
5967,F,1.3375,1.025,0.3875,20.7234845,9.7805775,4.479221,5.386405,10.0
5968,I,1.375,1.075,0.3375,24.87668625,10.2341695,4.649318,6.23689,10.0
5969,F,1.5,1.2,0.4375,30.957654,9.85145125,4.86193925,10.6310625,17.0
5970,I,1.0875,0.8125,0.275,10.41844125,4.74854125,2.2963095,2.9766975,7.0
5971,F,1.5,1.2875,0.4,33.0271675,12.6722265,6.0951425,10.0640725,14.0
5972,F,1.375,1.125,0.4125,27.1304715,8.334753,4.4508715,7.087375,17.0
5973,M,1.4,1.025,0.3125,20.76600875,8.845044,4.5075705,5.5281525,9.0
5974,M,0.9,0.6625,0.2125,5.06038575,2.721552,1.0489315,2.1262125,6.0
5975,M,1.3125,1.0125,0.35,22.0275615,10.432616,4.89028875,6.123492,9.0
5976,M,1.5625,1.1625,0.4375,35.4652245,11.8217415,6.10931725,13.324265,10.0
5977,M,1.375,1.0375,0.3375,27.0737725,7.9095105,5.726599,8.391452,17.0
5978,M,1.2625,0.9875,0.3125,17.36406875,8.561549,4.12485225,4.9611625,8.0
5979,I,0.9375,0.7125,0.225,6.53455975,2.36718325,1.190679,1.70097,3.0
5980,I,0.6875,0.475,0.15,2.8066005,1.020582,0.43941725,0.850485,6.0
5981,M,1.525,1.1875,0.3875,29.97959625,13.99047825,7.257472,8.0796075,9.0
5982,I,1.3,1.025,0.375,17.57669,9.31281075,3.8271825,4.1106775,9.0
5983,F,1.4625,1.1625,0.4375,28.90231525,13.31009025,6.690482,8.9300925,16.0
5984,F,1.35,1.0125,0.425,21.0069795,9.7805775,4.3941725,5.6699,8.0
5985,I,1.15,0.85,0.3125,11.8217415,5.273007,2.25378525,4.252425,8.0
5986,F,1.6875,1.35,0.4875,43.70075425,19.17843675,10.44679075,11.056305,8.0
5987,F,1.625,1.275,0.4375,44.22522,15.5071765,7.824462,17.1514475,21.0
5988,F,1.1875,0.9125,0.35,14.458245,4.649318,3.44446425,5.386405,9.0
5989,M,1.575,1.2625,0.4,35.7078495,15.762322,7.9095105,9.63883,13.0
5990,I,1.375,1.125,0.3625,24.59319125,10.262519,4.932813,7.37087,8.0
5991,M,0.925,0.7,0.25,7.654365,3.458639,1.91359125,2.4097075,12.0
5992,I,1.05,0.8125,0.275,10.64523725,4.03980375,2.87747425,3.2601925,8.0
5993,F,1.2125,0.925,0.2875,13.53688625,4.9611625,2.87747425,3.8271825,9.0
5994,I,1.3875,1.075,0.325,23.79940525,10.33339275,4.5075705,5.953395,11.0
5995,F,1.4875,1.1875,0.3875,33.38153625,13.99047825,7.27164675,9.7805775,11.0
5996,F,1.5,1.2,0.4125,34.5013415,17.19397175,5.8683465,8.448151,9.0
5997,I,1.1125,0.85,0.25,10.07824725,4.422522,1.984465,3.5436875,8.0
5998,F,1.625,1.25,0.4375,37.74735925,18.58309725,8.54737425,8.9300925,9.0
5999,F,1.5375,1.1375,0.425,38.73959175,18.1153305,8.34892775,8.50485,9.0
6000,I,1.225,0.9625,0.35,18.540573,8.845044,4.72019175,5.386405,8.0
6001,I,1.2125,0.9375,0.3,15.77649675,6.13766675,3.72795925,5.2446575,12.0
6002,M,1.1625,0.875,0.2875,13.8062065,5.71242425,3.50116325,3.78465825,9.0
6003,I,0.8375,0.65,0.2125,5.57067675,2.48058125,1.09145575,1.5592225,6.0
6004,M,1.15,0.875,0.3,13.380964,5.9817445,3.13261975,3.5436875,8.0
6005,I,0.875,0.65,0.2125,5.6415505,2.551455,1.51669825,1.984465,7.0
6006,I,1.15,0.8625,0.275,11.6516445,5.71242425,2.45223175,2.83495,7.0
6007,M,1.575,1.2375,0.4125,34.5013415,18.9091165,6.690482,6.80388,10.0
6008,I,1.3125,1.0375,0.3,15.5071765,5.613201,3.98310475,5.0178615,8.0
6009,F,1.1,0.875,0.275,12.99824575,4.63514325,2.93417325,3.4869885,9.0
6010,I,1.3875,1.05,0.3625,22.963095,9.48290775,4.80524025,6.23689,10.0
6011,M,1.3125,1.0125,0.375,18.030282,8.83086925,4.139027,4.1106775,8.0
6012,M,1.45,1.1375,0.425,32.16250775,9.922325,5.5281525,10.0640725,20.0
6013,I,1.1125,0.875,0.275,11.94931425,4.9611625,2.8066005,2.87747425,7.0
6014,I,1.325,1.05,0.325,20.921931,7.8528115,5.37223025,5.1879585,9.0
6015,M,1.3875,1.1125,0.4125,28.519597,12.3887315,6.36446275,9.07184,10.0
6016,I,1.15,0.875,0.3,13.70698325,6.123492,2.8066005,3.8271825,8.0
6017,M,1.15,0.975,0.3125,18.6256215,8.278054,3.7137845,4.252425,7.0
6018,M,1.475,1.1375,0.3375,22.75047375,10.20582,4.72019175,6.3786375,9.0
6019,M,1.3625,1.075,0.3875,25.52872475,8.80251975,4.082328,8.3631025,15.0
6020,F,1.4375,1.1125,0.325,20.184844,8.83086925,3.95475525,7.5126175,9.0
6021,I,0.7,0.55,0.1875,3.6003865,1.474174,0.850485,0.9922325,6.0
6022,M,1.475,1.2125,0.4,32.36095425,12.6722265,7.654365,9.7805775,14.0
6023,I,0.475,0.3625,0.075,0.89300925,0.29766975,0.12757275,0.35436875,4.0
6024,I,0.7375,0.55,0.2,3.96893,1.2757275,0.60951425,0.850485,5.0
6025,F,1.75,1.375,0.4375,48.94541175,23.71435675,9.0434905,11.4815475,10.0
6026,F,1.25,1.0,0.4,24.153774,7.711064,6.59125875,7.654365,13.0
6027,M,1.45,1.075,0.3625,23.51591025,13.42348825,5.42892925,6.23689,8.0
6028,I,0.925,0.6875,0.2375,6.917278,2.948348,1.17650425,1.984465,8.0
6029,F,1.6375,1.275,0.4375,35.210079,13.79203175,7.6827145,12.3320325,13.0
6030,M,1.2875,1.0375,0.3375,22.792998,9.76640275,5.40057975,6.80388,7.0
6031,F,1.4375,1.15,0.3625,29.29920825,12.47378,6.30776375,8.221355,12.0
6032,M,1.575,1.2375,0.3875,34.189497,14.04717725,7.24329725,9.07184,14.0
6033,M,1.1125,0.875,0.275,12.99824575,4.6776675,3.6003865,3.685435,10.0
6034,M,0.9125,0.6625,0.2125,6.33611325,2.778251,1.06310625,2.33883375,8.0
6035,F,1.675,1.3125,0.4375,43.168521,19.03668925,9.00096625,11.32562525,13.0
6036,F,1.5125,1.1875,0.4375,29.44095575,11.8784405,5.8683465,10.489315,16.0
6037,F,1.25,0.95,0.3125,15.09610875,6.33611325,3.86970675,5.10291,9.0
6038,M,1.625,1.3125,0.425,39.98696975,16.5844575,8.57572375,11.4815475,12.0
6039,I,0.8875,0.65,0.225,5.06038575,2.2963095,1.37495075,1.5592225,6.0
6040,I,1.3875,1.0875,0.375,26.2232875,15.32290475,4.932813,5.2446575,8.0
6041,I,0.6,0.425,0.25,2.36718325,0.97805775,0.3685435,0.453592,3.0
6042,M,1.25,0.95,0.3125,14.118051,6.4353365,3.345241,4.53592,9.0
6043,M,1.4625,1.15,0.325,25.231055,11.75086775,6.293589,6.6621325,8.0
6044,F,1.6625,1.2625,0.4125,36.55668025,15.63474925,7.78193775,13.04077,17.0
6045,F,1.4375,1.125,0.4,29.086587,12.757275,5.42892925,7.654365,9.0
6046,M,1.3875,1.1,0.4,24.7491135,7.7961125,4.57844425,7.7961125,17.0
6047,M,1.5875,1.2375,0.4625,38.55532,17.56251525,7.47009325,12.3320325,11.0
6048,F,1.3125,1.0,0.325,18.597272,7.83863675,4.63514325,5.10291,10.0
6049,M,1.95,1.5375,0.5,72.234526,32.1199835,14.13222575,17.27902025,11.0
6050,M,1.4125,1.1375,0.3875,27.8675585,12.34620725,5.99591925,7.7961125,9.0
6051,M,1.575,1.2375,0.3875,34.68561325,15.7906715,6.8889285,6.0951425,10.0
6052,I,1.0875,0.875,0.2625,10.716111,4.46504625,2.608154,3.40194,8.0
6053,F,1.55,1.25,0.4375,37.74735925,16.93882625,7.200773,10.0640725,13.0
6054,F,1.5375,1.0625,0.3125,26.308336,12.40290625,5.71242425,5.386405,8.0
6055,F,1.3125,1.0,0.35,17.53416575,5.9817445,4.252425,6.23689,10.0
6056,I,0.875,0.6625,0.225,6.7755305,2.7499015,1.57339725,1.984465,8.0
6057,F,1.825,1.325,0.45,50.70308075,25.84056925,11.850091,12.587178,11.0
6058,M,1.8,1.4125,0.4875,53.6089045,26.7902775,10.77281,12.1052365,10.0
6059,F,1.6125,1.2375,0.4,32.034935,12.984071,6.8322295,8.9300925,14.0
6060,F,1.625,1.275,0.475,47.10269425,19.5328055,10.33339275,13.04077,14.0
6061,I,1.5625,1.2125,0.4375,36.6559035,15.195332,8.4198015,9.4970825,10.0
6062,F,1.15,0.875,0.3125,13.31009025,5.443104,2.8066005,4.252425,8.0
6063,M,1.5375,1.2125,0.475,32.6869735,11.15552825,6.08096775,11.7650425,24.0
6064,M,1.625,1.275,0.4625,43.70075425,18.0586315,10.56018875,11.0846545,11.0
6065,F,1.825,1.4375,0.55,55.735117,23.17571625,13.551061,16.5844575,12.0
6066,M,1.45,1.0875,0.3625,23.43086175,11.15552825,5.329706,6.3786375,7.0
6067,I,1.1625,0.9125,0.3125,14.61416725,6.64795775,3.175144,4.6776675,10.0
6068,F,1.2875,1.0,0.3375,18.0019325,8.50485,3.7704835,4.9611625,10.0
6069,M,1.6875,1.4,0.55,55.35239875,21.04950375,11.8217415,17.066399,19.0
6070,M,1.1625,0.925,0.3375,14.855138,5.6699,3.61456125,4.5642695,9.0
6071,F,1.625,1.2375,0.4375,41.8722115,18.0586315,7.6827145,14.8834875,11.0
6072,F,1.1,0.85,0.275,10.73028575,4.4508715,2.84912475,3.40194,10.0
6073,M,1.3375,1.0,0.325,20.9502805,8.09378225,4.35164825,5.159609,10.0
6074,I,0.35,0.2625,0.0875,0.41106775,0.1417475,0.0750485,0.1417475,4.0
6075,M,1.4875,1.1625,0.4,31.2694985,12.927372,6.350288,10.0640725,10.0
6076,M,1.7625,1.3625,0.425,53.6089045,21.89998875,13.39513875,18.71067,15.0
6077,I,0.725,0.5625,0.175,3.515338,1.13398,0.69456275,0.907184,5.0
6078,M,1.6,1.225,0.3875,34.06192425,12.60135275,7.10154975,9.63883,11.0
6079,I,1.175,0.8625,0.3,16.2442635,7.72523875,3.10427025,3.8271825,8.0
6080,F,1.45,1.1,0.3875,30.4190135,11.12717875,6.2652395,9.4970825,8.0
6081,I,1.2,0.9375,0.35,17.7184375,7.030676,4.422522,4.9611625,15.0
6082,I,1.0875,0.825,0.2375,10.44679075,5.443104,2.25378525,2.50893075,7.0
6083,M,1.425,1.125,0.4375,36.230661,13.73533275,5.273007,13.891255,21.0
6084,M,1.5875,1.2125,0.425,33.57998275,15.1102835,6.917278,8.788345,14.0
6085,M,1.4125,1.0875,0.4,28.76056775,12.0485375,5.71242425,8.6465975,8.0
6086,I,0.825,0.6625,0.1875,5.2446575,2.19708625,0.86465975,1.8427175,5.0
6087,M,1.5875,1.25,0.45,38.725417,16.6411565,8.83086925,10.489315,8.0
6088,M,1.5875,1.275,0.4125,35.62114675,14.911837,8.66077225,10.489315,13.0
6089,M,1.2,0.9375,0.3,14.0330025,6.16601625,3.61456125,4.1106775,12.0
6090,F,1.325,1.025,0.325,21.1203775,9.355335,4.7910655,6.0384435,10.0
6091,M,1.425,1.1125,0.3625,28.689694,13.5227115,6.6054335,7.7961125,9.0
6092,M,1.225,0.9375,0.375,18.4555245,8.66077225,3.8271825,6.23689,9.0
6093,F,1.425,1.1,0.4,24.96173475,9.298636,5.62737575,7.087375,10.0
6094,M,1.4375,1.175,0.375,31.02852775,13.947954,5.556502,8.788345,12.0
6095,M,1.55,1.275,0.45,36.86852475,12.99824575,7.41339425,10.489315,21.0
6096,F,1.4125,1.1,0.375,23.700182,11.43902325,4.77689075,6.520385,10.0
6097,I,0.925,0.725,0.2375,8.9867915,3.6570855,1.7293195,2.36718325,7.0
6098,I,0.4125,0.35,0.0875,0.8221355,0.3118445,0.24097075,0.340194,4.0
6099,F,1.55,1.2,0.425,34.40211825,15.06775925,7.69688925,9.7805775,10.0
6100,M,1.375,1.05,0.35,21.4605715,8.3064035,4.53592,6.6621325,8.0
6101,F,1.4625,1.1125,0.4,23.26076475,11.7083435,4.4508715,7.2291225,10.0
6102,I,1.3,1.0,0.375,20.87940675,7.95203475,3.9405805,6.33611325,15.0
6103,M,1.0375,0.8125,0.275,10.19164525,4.35164825,2.26796,2.9766975,8.0
6104,F,1.6875,1.3625,0.4,38.82464025,14.0330025,8.80251975,13.7495075,17.0
6105,I,0.7875,0.55,0.2125,3.64291075,1.247378,0.7654365,1.247378,8.0
6106,F,1.25,0.95,0.3375,19.43358225,8.51902475,4.63514325,5.6699,10.0
6107,F,1.5375,1.2625,0.45,35.81959325,17.2081465,7.64019025,9.922325,11.0
6108,F,1.35,1.0875,0.3125,21.27629975,10.44679075,4.592619,6.520385,8.0
6109,M,1.2125,0.95,0.2625,18.69649525,6.76135575,4.15320175,4.32329875,8.0
6110,M,1.55,1.2,0.4,25.51455,11.43902325,5.896696,7.7961125,13.0
6111,M,1.45,1.1375,0.5,32.034935,12.870673,6.98815175,9.355335,11.0
6112,M,1.425,1.125,0.3875,24.9192105,10.8011595,5.1879585,7.1157245,12.0
6113,M,1.25,0.9875,0.3375,16.9246515,8.7599955,3.9972795,4.592619,7.0
6114,I,1.2875,0.9875,0.3125,15.66309875,7.2858215,3.01922175,4.15320175,8.0
6115,F,1.5875,1.25,0.4375,32.31843,14.98271075,7.654365,9.4970825,8.0
6116,I,0.7375,0.5375,0.175,3.3168915,1.360776,0.52446575,1.14815475,5.0
6117,I,1.15,0.8625,0.2875,13.891255,5.953395,2.62232875,3.40194,9.0
6118,F,1.275,1.0,0.3125,17.33571925,6.7188315,3.96893,5.2446575,11.0
6119,F,1.35,1.05,0.4875,28.91649,10.61688775,5.76912325,11.1980525,15.0
6120,F,1.5125,1.225,0.375,34.529691,17.293195,7.64019025,8.6465975,10.0
6121,M,1.6625,1.2375,0.4125,35.210079,15.46465225,8.83086925,9.1568885,9.0
6122,M,1.4875,1.15,0.4125,30.83008125,11.2547515,7.200773,7.7961125,17.0
6123,I,1.175,0.9375,0.35,13.42348825,6.76135575,2.4097075,4.252425,8.0
6124,F,1.5875,1.2875,0.4375,38.51279575,18.32795175,8.77417025,10.3475675,11.0
6125,M,1.5375,1.2625,0.5125,40.596484,18.07280625,9.31281075,13.324265,13.0
6126,M,1.75,1.3125,0.4375,50.7739545,25.401152,9.525432,11.793392,11.0
6127,F,1.375,1.0875,0.425,30.34813975,8.60407325,4.77689075,10.20582,21.0
6128,I,1.475,1.1625,0.425,30.94347925,10.90038275,7.01650125,10.0073735,13.0
6129,F,1.6,1.4125,0.4875,37.3929905,16.6978555,7.7394135,12.246984,11.0
6130,M,1.6,1.3,0.4125,42.297454,12.9557215,8.4198015,13.0691195,17.0
6131,F,1.65,1.275,0.475,45.432416,22.77882325,9.39785925,11.4815475,10.0
6132,F,1.65,1.3125,0.5,46.67745175,16.5277585,9.00096625,11.90679,17.0
6133,M,1.325,1.0,0.3125,18.540573,8.051258,4.43669675,4.7910655,8.0
6134,M,1.5375,1.1875,0.3875,38.9805625,16.45688475,7.66853975,10.9145575,15.0
6135,F,1.325,1.025,0.325,23.85610425,7.484268,6.16601625,6.6621325,12.0
6136,F,1.25,0.975,0.3875,18.01610725,7.5126175,4.40834725,5.2446575,23.0
